ID,locality,zipcode,Building condition,Price,Kitchen type,Living area,Furnished,Surface of the plot,Number of frontages,Swimming pool,Bedrooms,Garden,Garden surface,Terrace,Terrace surface,Type of property
10070683,adinkerke,8660,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9363148,aywaille,4920,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10146116,berlaar,2590,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10296412,gent,9000,Good,327000,TRUE,119,TRUE,49,2,TRUE,4,FALSE,0,TRUE,0,House
8878684,antwerp,2050,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9778538,wingene,8750,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10303275,genappe,1470,Good,335000,TRUE,120,TRUE,790,3,TRUE,4,TRUE,654,TRUE,10,House
10174366,liedekerke,1770,Good,335000,TRUE,205,TRUE,208,2,TRUE,4,FALSE,0,TRUE,0,House
10215708,herselt,2230,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10205542,witgoor,2480,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10298786,zwevegem,8550,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9899874,torhout,8820,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9774377,grez-doiceau,1390,To be done up,345000,TRUE,115,TRUE,871,4,TRUE,3,TRUE,700,TRUE,30,House
10303218,liege,4000,Good,349000,TRUE,218,TRUE,217,3,TRUE,4,TRUE,120,TRUE,15,House
10275023,stavelot,4970,Good,349000,TRUE,226,TRUE,553,4,TRUE,6,TRUE,315,TRUE,56,House
10302501,ronse,9600,As new,349000,TRUE,220,TRUE,170,2,TRUE,4,TRUE,65,TRUE,30,Mansion
10218275,bouillon,6830,To be done up,349500,TRUE,180,TRUE,530,4,TRUE,4,TRUE,372,TRUE,20,House
10096540,evere,1140,To reFalsevate,350000,TRUE,112,TRUE,94,2,TRUE,2,TRUE,26,TRUE,16,House
10251794,braine-lalleud,1420,To be done up,350000,TRUE,165,TRUE,1000,4,TRUE,3,TRUE,899,TRUE,50,House
9552264,forest,2430,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10276829,brugge-assebroek,8310,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10127053,herenthout,2270,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9978456,engis,4480,Good,359000,TRUE,223,TRUE,1231,4,TRUE,3,TRUE,420,TRUE,37,House
10185642,oupeye,4682,Good,359000,TRUE,188,TRUE,386,3,TRUE,4,TRUE,274,TRUE,158,House
10234464,soignies,7060,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
9817868,hamme,9220,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10268226,forest,2430,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10120498,averbode,3271,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10107467,temse,9140,To reFalsevate,365000,TRUE,168,TRUE,902,4,TRUE,4,TRUE,800,TRUE,15,House
10330662,heist-aan-zee,8301,Good,595000,TRUE,276,TRUE,220,2,TRUE,3,TRUE,0,TRUE,0,House
10330661,kFalsekke,8300,As new,1995000,TRUE,224,TRUE,847,4,TRUE,3,TRUE,0,TRUE,0,House
10330660,kFalsekke-heist,8301,,439000,TRUE,75,TRUE,238,3,TRUE,2,TRUE,130,TRUE,0,House
10154043,middelkerke,8430,Good,199500,TRUE,39,TRUE,0,2,TRUE,0,FALSE,0,TRUE,0,House
10330655,roeselare,8800,To be done up,139000,FALSE,0,TRUE,0,2,TRUE,2,FALSE,0,TRUE,0,Apartment
10330654,beersel,1654,Good,250000,FALSE,128,TRUE,140,2,TRUE,3,FALSE,0,TRUE,0,House
10330653,beersel,1650,Good,250000,FALSE,128,TRUE,140,2,TRUE,3,FALSE,0,TRUE,0,House
10330652,hoegaarden-meldert,3320,As new,790000,TRUE,276,TRUE,810,3,TRUE,4,FALSE,0,TRUE,0,House
10271320,forest,2430,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10169001,saint-josse-ten-Falseode,1210,To reFalsevate,370000,TRUE,230,TRUE,80,2,TRUE,6,FALSE,0,TRUE,18,House
10167263,affligem,1790,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10228345,saint-sauveur,7912,,0,FALSE,0,TRUE,0,0,TRUE,0,FALSE,0,TRUE,0,House
10193358,nivelles,1400,To be done up,375000,TRUE,207,TRUE,608,2,TRUE,4,TRUE,518,TRUE,0,Mansion
